loan_id,age,gender,marital_status,education,self_employed,num_dependents,employment_years,income_annual,loan_amount,loan_term_months,loan_purpose,credit_score,existing_loans,residential_assets,commercial_assets,bank_balance,monthly_expenses,property_area,loan_status,unnamed_col,row_number,random_notes
4501,22.0,MALE,divorced,Post Graduate,N,5,9.0,27032.0,302203.0,120,EDUCATION,479.0,1,740575,358341.0,14155.0,44554.0,Semiurban,Rejected,,4500,check
1591,48.0,Male,Single,Grad,Yes,3,8.0,81720.0,93241.0,36,Business,694.0,0,213879,442648.0,107311.0,23932.0,Urban,Approved,,1590,none
3379,39.0,Female,divorced,Post Graduate,Y,5,8.0,51385.0,80911.0,12,Education,768.0,1,719817,118778.0,56284.0,24880.0,RURAL,Approved,,3378,N/A
974,25.0,F,married,Grad,Yes,3,27.0,117554.0,75441.0,84,Personal,409.0,0,457266,216078.0,209611.0,39685.0,Urban,Approved,,973,
1239,34.0,male,Married,Post Graduate,No,0,12.0,24025.0,164996.0,84,Home,,4,439244,270738.0,134988.0,17755.0,semi-urban,Rejected,,1238,
2343,63.0,Female,Married,Grad,no,3,1.0,98422.0,377332.0,12,Medical,554.0,0,239369,235627.0,213508.0,28660.0,Semiurban,Rejected,,2342,check
2576,39.0,,,graduate,yes,4,17.0,66389.0,,60,Home,309.0,0,463462,384374.0,,20763.0,Rural,Approved,,2575,
4971,21.0,F,married,Post Graduate,,0,11.0,86920.0,414146.0,12,home,653.0,4,699336,246228.0,,,Urban,Approved,,4970,N/A
5621,64.0,M,Married,Grad,no,4,,51921.0,142513.0,36,home,663.0,4,341207,300615.0,,47530.0,RURAL,Approved,,5620,
5218,55.0,F,Single,Not Graduate,N,0,12.0,21894.0,217360.0,120,home,,4,130014,301145.0,207341.0,19807.0,Urban,Rejected,,5217,
2232,43.0,FEMALE,Married,Not Graduate,Y,3,19.0,151025.0,381723.0,24,Home,547.0,0,186846,267713.0,,16359.0,Urban,Approved,,2231,
5113,47.0,M,married,NOT GRADUATE,yes,3,14.0,90077.0,407964.0,24,EDUCATION,555.0,4,617505,335938.0,167506.0,22452.0,Urban,Rejected,,5112,
1498,,M,married,Graduate,Y,3,19.0,124843.0,249497.0,36,Medical,718.0,2,830438,307267.0,70313.0,13106.0,Semiurban,Approved,,1497,
450,43.0,,Divorced,Not Graduate,YES,1,1.0,155969.0,139607.0,84,Personal,629.0,1,244718,364528.0,,,RURAL,Approved,,449,none
2370,24.0,M,Married,Not Graduate,no,5,18.0,97028.0,385322.0,12,Medical,343.0,4,654391,,194817.0,8345.0,Rural,Rejected,,2369,none
5599,52.0,FEMALE,Divorced,Graduate,,1,5.0,141831.0,266484.0,12,Business,,4,98669,24046.0,177438.0,,Rural,Approved,,5598,
2423,58.0,FEMALE,Single,Post Graduate,yes,5,18.0,,154333.0,24,Business,330.0,3,870414,329974.0,239012.0,43927.0,Rural,Approved,,2422,N/A
5492,53.0,F,married,NOT GRADUATE,Y,4,3.0,144926.0,34533.0,48,Home,622.0,0,498541,338712.0,234978.0,39321.0,semi-urban,Approved,,5491,check
4616,58.0,MALE,married,Post Graduate,no,3,16.0,40566.0,386234.0,48,Home,667.0,3,893383,41073.0,29403.0,31477.0,urban,Rejected,,4615,check
1552,27.0,M,Single,Post Graduate,Yes,1,4.0,184404.0,442627.0,48,Medical,786.0,2,937557,426539.0,29959.0,,RURAL,Approved,,1551,
5423,39.0,M,married,Not Graduate,No,3,25.0,26277.0,215995.0,48,Personal,609.0,0,181837,76994.0,23833.0,34500.0,Urban,Approved,,5422,check
1147,36.0,male,SINGLE,NOT GRADUATE,N,2,1.0,97527.0,261349.0,48,Home,,3,758462,319552.0,99435.0,,semi-urban,Rejected,,1146,check
3886,40.0,female,divorced,Post Graduate,no,2,23.0,116160.0,239624.0,60,Medical,391.0,4,574502,346714.0,285840.0,32679.0,Rural,Approved,,3885,check
2093,51.0,male,Single,graduate,YES,5,0.0,70390.0,463034.0,84,Home,626.0,1,80431,303569.0,101460.0,18558.0,Semiurban,Approved,,2092,N/A
1314,22.0,female,Single,graduate,N,0,25.0,113448.0,341678.0,120,EDUCATION,479.0,1,348794,30207.0,91580.0,34703.0,Rural,Approved,,1313,none
2016,,F,married,Post Graduate,YES,0,23.0,64247.0,214896.0,36,home,642.0,1,302636,466880.0,164909.0,46530.0,semi-urban,Approved,,2015,check
3397,38.0,female,Divorced,graduate,YES,0,22.0,94408.0,413449.0,36,Business,,2,859499,426736.0,187860.0,48375.0,semi-urban,Approved,,3396,
4478,35.0,Female,married,Grad,No,0,,39977.0,355891.0,36,EDUCATION,327.0,3,720195,480969.0,275124.0,49491.0,semi-urban,Rejected,,4477,none
3127,60.0,MALE,married,Grad,,4,15.0,119250.0,88205.0,12,Education,494.0,2,841170,31191.0,285434.0,29610.0,RURAL,Approved,,3126,
1382,55.0,MALE,Single,Post Graduate,,3,28.0,123619.0,278661.0,84,Business,525.0,3,462773,260507.0,155157.0,29296.0,Urban,Approved,,1381,none
3376,32.0,MALE,divorced,Not Graduate,Yes,2,21.0,60088.0,57474.0,24,Business,733.0,2,511627,405300.0,274281.0,9219.0,Rural,Approved,,3375,check
414,29.0,M,Divorced,Graduate,yes,3,1.0,179379.0,272104.0,60,home,742.0,1,992873,69394.0,84579.0,33060.0,RURAL,Approved,,413,
942,29.0,male,SINGLE,Post Graduate,No,1,27.0,,113261.0,84,Medical,,2,284645,428812.0,73076.0,39952.0,Urban,Approved,,941,
802,,Female,Divorced,NOT GRADUATE,N,3,11.0,23089.0,454443.0,24,Business,493.0,0,743375,128194.0,,30420.0,Urban,Rejected,,801,
2777,43.0,Female,,Grad,,2,8.0,134296.0,37099.0,36,Home,615.0,4,56746,296360.0,24247.0,25474.0,RURAL,Approved,,2776,
3426,32.0,male,Divorced,Not Graduate,N,4,11.0,35916.0,311931.0,48,Education,,3,970096,287976.0,177519.0,8542.0,Urban,Rejected,,3425,
257,32.0,female,married,Graduate,no,5,19.0,140419.0,235502.0,84,Home,338.0,0,955801,299789.0,91205.0,14016.0,urban,Approved,,256,check
4525,49.0,Female,,Grad,YES,5,12.0,64518.0,346561.0,84,Business,553.0,4,715850,312074.0,201404.0,40657.0,Semiurban,Rejected,,6005,
2236,40.0,male,married,Post Graduate,NO,5,14.0,117037.0,40797.0,60,Personal,,2,56312,90276.0,147456.0,5751.0,urban,Approved,,2235,none
648,44.0,FEMALE,SINGLE,NOT GRADUATE,,1,12.0,166702.0,484177.0,120,Business,636.0,0,953383,379002.0,59394.0,32404.0,semi-urban,Approved,,647,
1768,28.0,Male,Single,NOT GRADUATE,N,2,,32191.0,218739.0,12,Personal,329.0,2,528996,64766.0,79866.0,15637.0,Rural,Rejected,,1767,check
4185,54.0,MALE,divorced,Grad,No,3,19.0,,247153.0,60,EDUCATION,636.0,3,77725,74497.0,278197.0,38739.0,urban,Approved,,4184,none
5185,33.0,M,Married,Post Graduate,YES,1,,179423.0,151854.0,84,Home,476.0,1,361981,404586.0,184678.0,5231.0,semi-urban,Approved,,5184,
3101,,F,Single,Grad,no,1,29.0,153268.0,359820.0,120,Personal,654.0,3,424851,362781.0,25386.0,38579.0,semi-urban,Approved,,3100,
4666,43.0,F,divorced,Graduate,yes,2,16.0,,472997.0,36,Education,624.0,1,638372,366009.0,29659.0,21699.0,Semiurban,Approved,,4665,N/A
25,53.0,Female,SINGLE,NOT GRADUATE,N,3,19.0,49709.0,195477.0,36,home,797.0,3,622303,359080.0,45561.0,42282.0,Urban,Rejected,,24,check
1089,46.0,Female,SINGLE,graduate,yes,0,6.0,35198.0,473942.0,60,Business,455.0,2,413678,331270.0,251621.0,44639.0,urban,Rejected,,1088,check
5723,58.0,M,Divorced,NOT GRADUATE,No,1,21.0,,197268.0,24,Business,404.0,2,862735,237232.0,181364.0,37054.0,urban,Approved,,5722,N/A
5462,50.0,MALE,,NOT GRADUATE,Yes,5,26.0,129283.0,477166.0,48,Medical,507.0,1,657934,491767.0,268027.0,42971.0,Urban,Approved,,5461,none
113,43.0,Male,Married,Post Graduate,Y,5,25.0,81497.0,12432.0,120,Personal,730.0,4,858652,279837.0,2435.0,13537.0,Rural,Approved,,112,check
2312,51.0,F,,NOT GRADUATE,No,0,10.0,139774.0,128447.0,60,Medical,512.0,2,370925,112962.0,,43383.0,Rural,Approved,,2311,none
2880,23.0,F,Married,Post Graduate,NO,2,2.0,57310.0,,36,Home,818.0,0,728188,151809.0,128389.0,15487.0,Rural,Approved,,2879,N/A
57,,MALE,married,Post Graduate,no,4,5.0,8254133.0,,36,Medical,322.0,0,634438,,,14582.0,RURAL,Approved,,56,
1310,63.0,female,married,Grad,Y,2,5.0,188733.0,423810.0,36,Personal,533.0,2,811407,,85253.0,10547.0,Rural,Approved,,1309,
696,48.0,Male,SINGLE,Graduate,YES,0,16.0,98929.0,327666.0,48,Business,695.0,3,857585,287116.0,,34471.0,Urban,Approved,,695,
4447,45.0,MALE,divorced,graduate,yes,1,27.0,21868.0,193961.0,12,Medical,362.0,1,371927,23924.0,151241.0,27181.0,Urban,Rejected,,4446,check
1228,,Female,married,graduate,Y,4,20.0,85184.0,407611.0,60,Education,530.0,0,957870,41032.0,,,RURAL,Approved,,1227,
2000,43.0,M,Married,Post Graduate,YES,4,10.0,,493494.0,12,Business,393.0,3,172243,135366.0,74960.0,27127.0,semi-urban,Rejected,,1999,none
277,55.0,Male,Divorced,Not Graduate,No,0,20.0,91894.0,292062.0,120,Medical,533.0,1,757877,495031.0,276031.0,14675.0,Semiurban,Approved,,276,
4735,60.0,Male,SINGLE,Grad,,3,0.0,168345.0,276424.0,24,Personal,543.0,3,421143,78751.0,,15173.0,Rural,Rejected,,4734,none
3024,,Female,married,Graduate,yes,3,21.0,126629.0,70195.0,84,home,534.0,3,760940,430683.0,228065.0,10654.0,semi-urban,Approved,,3023,none
1834,26.0,MALE,divorced,Post Graduate,,2,15.0,109846.0,270735.0,12,Business,635.0,2,637331,458494.0,195580.0,47627.0,Urban,Approved,,1833,
683,41.0,F,divorced,NOT GRADUATE,Y,5,20.0,71567.0,315725.0,36,EDUCATION,435.0,4,407792,466273.0,76225.0,49227.0,RURAL,Rejected,,682,
3263,48.0,,married,Graduate,No,3,27.0,46382.0,468694.0,120,EDUCATION,655.0,2,288209,120005.0,,29121.0,urban,Rejected,,3262,none
4415,62.0,FEMALE,SINGLE,NOT GRADUATE,,1,11.0,40968.0,204245.0,24,home,674.0,0,117535,50604.0,272609.0,44403.0,Urban,Approved,,4414,
1622,26.0,M,Single,NOT GRADUATE,Yes,5,6.0,133689.0,160927.0,120,Personal,,1,428392,241884.0,149038.0,19642.0,Semiurban,Approved,,6076,
1138,33.0,M,Single,NOT GRADUATE,Y,2,4.0,,254602.0,48,Business,325.0,2,630613,214847.0,39041.0,28914.0,RURAL,Approved,,1137,check
5371,47.0,MALE,Divorced,Not Graduate,No,5,8.0,112680.0,418727.0,48,Medical,533.0,3,819748,168324.0,84535.0,18163.0,Urban,Rejected,,5370,
5366,33.0,Female,SINGLE,Graduate,Y,5,21.0,102494.0,91491.0,48,EDUCATION,772.0,0,34627,171097.0,277194.0,32701.0,RURAL,Approved,,5365,N/A
3130,40.0,FEMALE,divorced,Not Graduate,,0,21.0,191172.0,239631.0,24,Business,312.0,1,387228,76471.0,225204.0,25814.0,Rural,Approved,,3129,check
3560,63.0,Male,,Post Graduate,yes,0,7.0,39510.0,240637.0,12,Medical,353.0,4,460234,220011.0,233220.0,34063.0,Semiurban,Rejected,,3559,none
4926,,FEMALE,SINGLE,graduate,,0,3.0,182717.0,333231.0,120,Personal,758.0,4,628726,359625.0,165470.0,5917.0,Semiurban,Approved,,4925,check
1347,37.0,FEMALE,SINGLE,Not Graduate,No,2,14.0,158439.0,39512.0,60,home,754.0,2,782348,98977.0,31487.0,22598.0,Semiurban,Approved,,1346,
2656,38.0,MALE,SINGLE,Grad,,1,10.0,46336.0,387452.0,36,Personal,,4,379742,6572.0,92903.0,,Semiurban,Rejected,,2655,N/A
3066,64.0,male,married,Not Graduate,yes,0,4.0,174299.0,74806.0,36,home,717.0,3,281343,257933.0,212389.0,40941.0,Urban,Approved,,3065,none
2914,23.0,FEMALE,married,Grad,YES,3,23.0,137450.0,186051.0,48,home,714.0,4,961029,153373.0,142882.0,21455.0,Urban,Approved,,2913,
2385,42.0,,SINGLE,Post Graduate,No,1,14.0,20294.0,340011.0,36,EDUCATION,516.0,2,700563,136197.0,249704.0,49086.0,Semiurban,Rejected,,2384,none
5561,22.0,Female,SINGLE,graduate,yes,4,28.0,185341.0,92995.0,84,home,720.0,2,901347,72902.0,255751.0,37152.0,Urban,Approved,,5560,check
4257,54.0,M,Divorced,NOT GRADUATE,,5,23.0,182357.0,364593.0,12,Education,943.0,2,923191,230145.0,128806.0,11312.0,semi-urban,Approved,,4256,N/A
4388,37.0,M,divorced,graduate,yes,4,20.0,113608.0,,24,Personal,478.0,2,876039,439581.0,149987.0,,Rural,Approved,,6089,
3383,52.0,male,Divorced,Not Graduate,,4,4.0,,368309.0,24,Business,694.0,4,732977,425149.0,98509.0,10083.0,RURAL,Rejected,,3382,
2716,44.0,M,divorced,NOT GRADUATE,NO,1,6.0,23650.0,62324.0,120,Medical,332.0,4,124255,13007.0,209062.0,20447.0,RURAL,Rejected,,2715,check
3384,26.0,Male,Married,NOT GRADUATE,no,5,19.0,83001.0,181682.0,60,Medical,374.0,4,466571,29326.0,132877.0,13646.0,Urban,Approved,,3383,
4048,46.0,FEMALE,Divorced,graduate,YES,0,9.0,89778.0,457834.0,120,EDUCATION,727.0,3,42273,381221.0,252010.0,48606.0,RURAL,Approved,,4047,none
4208,41.0,Female,Single,graduate,YES,2,15.0,58985.0,430737.0,60,Business,335.0,0,208250,311396.0,91561.0,23143.0,Semiurban,Approved,,4207,
5086,32.0,Male,SINGLE,Post Graduate,N,4,11.0,25741.0,114699.0,48,Home,429.0,0,322892,218873.0,118602.0,10834.0,Semiurban,Rejected,,5085,N/A
5024,58.0,MALE,Single,Graduate,N,5,21.0,39476.0,352222.0,60,Home,,4,229058,325723.0,230841.0,49854.0,Urban,Rejected,,5023,
82,46.0,Female,,Graduate,Y,4,6.0,,363220.0,36,Home,371.0,0,433865,220091.0,136050.0,8862.0,Rural,Approved,,81,
1973,25.0,FEMALE,divorced,NOT GRADUATE,No,1,15.0,191999.0,488663.0,84,Personal,664.0,2,205095,1439.0,113479.0,30682.0,Rural,Approved,,1972,
1715,45.0,Male,,graduate,yes,1,7.0,43104.0,12253.0,12,Home,799.0,4,486484,70143.0,31356.0,18638.0,Urban,Approved,,1714,check
3723,61.0,,Married,Not Graduate,No,0,8.0,183944.0,222885.0,36,Medical,507.0,3,987895,118443.0,73687.0,24982.0,Urban,Approved,,3722,
3056,50.0,female,SINGLE,Post Graduate,NO,4,16.0,62782.0,87762.0,36,home,553.0,2,977172,,288915.0,,Semiurban,Approved,,3055,
3766,44.0,,Single,Post Graduate,NO,4,17.0,83295.0,371099.0,24,Home,558.0,3,881838,131833.0,209920.0,41404.0,RURAL,Rejected,,3765,N/A
1947,,M,married,graduate,N,3,2.0,127092.0,377146.0,48,Business,513.0,4,290661,307466.0,278015.0,,Semiurban,Rejected,,1946,none
3451,28.0,male,Married,graduate,YES,2,29.0,192030.0,,36,EDUCATION,804.0,3,858410,195253.0,249978.0,48553.0,urban,Approved,,3450,N/A
3075,52.0,FEMALE,divorced,Not Graduate,NO,3,2.0,99468.0,477099.0,60,Personal,501.0,0,502880,279911.0,226400.0,31152.0,urban,Rejected,,3074,
4284,59.0,female,Married,graduate,no,5,9.0,57271.0,14597.0,84,Medical,371.0,1,222515,213325.0,197530.0,8973.0,Semiurban,Approved,,4283,none
1611,38.0,M,married,graduate,No,4,17.0,171022.0,240572.0,84,home,438.0,4,223909,,117193.0,38097.0,Semiurban,Approved,,1610,check
5019,26.0,Male,,Grad,yes,1,12.0,62459.0,346468.0,120,home,774.0,3,961275,407862.0,9767.0,35450.0,urban,Approved,,5018,
4788,28.0,FEMALE,Single,Graduate,no,0,,75797.0,,36,EDUCATION,382.0,3,221011,395226.0,292161.0,10763.0,Rural,Approved,,4787,
3373,37.0,,SINGLE,Grad,yes,4,14.0,,14665.0,36,Personal,631.0,3,113036,457820.0,157712.0,38498.0,Semiurban,Approved,,3372,N/A
5980,38.0,MALE,married,Not Graduate,YES,1,29.0,35021.0,238931.0,36,Medical,689.0,4,592989,12511.0,225185.0,,Urban,Rejected,,5979,check
4713,63.0,M,married,graduate,,3,4.0,187807.0,301505.0,48,EDUCATION,558.0,1,221893,176710.0,130527.0,27197.0,RURAL,Approved,,4712,none
666,48.0,FEMALE,Divorced,Post Graduate,yes,4,2.0,52167.0,91569.0,60,Education,,2,809530,253702.0,254338.0,29871.0,Urban,Rejected,,665,check
2195,28.0,MALE,married,Not Graduate,No,4,6.0,108780.0,465665.0,24,Home,558.0,2,767640,425244.0,192171.0,10388.0,semi-urban,Rejected,,2194,N/A
3879,54.0,male,Single,Graduate,YES,1,8.0,36105.0,225422.0,84,Business,414.0,1,55132,57179.0,138546.0,5407.0,Rural,Rejected,,3878,none
5271,43.0,Male,married,NOT GRADUATE,No,0,20.0,,389382.0,84,Home,430.0,2,10727,21310.0,232489.0,17814.0,semi-urban,Rejected,,5270,
1018,57.0,F,Married,Graduate,yes,1,7.0,,270332.0,60,Education,524.0,2,44767,203743.0,228203.0,19690.0,Semiurban,Rejected,,1017,N/A
558,59.0,female,married,Not Graduate,Y,1,14.0,29196.0,321884.0,48,Medical,518.0,2,72438,111646.0,248266.0,33192.0,Semiurban,Rejected,,557,check
3940,61.0,Male,Divorced,Grad,Y,4,19.0,45457.0,272774.0,84,Medical,695.0,1,266189,46625.0,143505.0,49763.0,semi-urban,Approved,,3939,none
5031,33.0,FEMALE,Married,Not Graduate,,4,22.0,163190.0,146503.0,60,Medical,623.0,1,278733,426029.0,58265.0,47765.0,urban,Approved,,5030,
1208,49.0,female,married,NOT GRADUATE,N,4,0.0,54235.0,390327.0,120,Business,740.0,3,206194,113455.0,33459.0,42945.0,Urban,Approved,,1207,none
5518,22.0,Female,divorced,Graduate,Y,4,12.0,92219.0,250340.0,24,EDUCATION,314.0,3,443944,426610.0,145145.0,25642.0,urban,Approved,,5517,N/A
3143,29.0,male,,Not Graduate,No,2,16.0,174030.0,429022.0,60,EDUCATION,538.0,2,805660,94817.0,118283.0,14580.0,Rural,Approved,,3142,none
1511,31.0,male,divorced,Graduate,Yes,4,23.0,113860.0,282132.0,84,home,506.0,4,458121,356506.0,71999.0,30660.0,Urban,Approved,,1510,none
4479,48.0,FEMALE,married,Not Graduate,Y,5,21.0,129920.0,278346.0,36,Home,432.0,3,876049,199210.0,96533.0,46658.0,urban,Approved,,4478,none
3833,54.0,MALE,divorced,graduate,YES,3,1.0,107228.0,258730.0,24,Business,730.0,0,395911,423327.0,240520.0,48329.0,Semiurban,Approved,,3832,
4980,32.0,M,SINGLE,graduate,YES,3,12.0,118303.0,29003.0,24,Education,334.0,0,889475,417063.0,4236.0,9411.0,Semiurban,Approved,,4979,
4161,45.0,Male,Married,Not Graduate,no,1,12.0,199065.0,293152.0,36,Medical,677.0,1,55572,98186.0,149830.0,16804.0,Semiurban,Approved,,4160,check
267,40.0,M,Single,Grad,yes,3,7.0,21577.0,12904.0,84,EDUCATION,815.0,2,412521,63537.0,264373.0,44541.0,semi-urban,Approved,,266,
5661,44.0,MALE,Married,NOT GRADUATE,yes,0,20.0,75781.0,446618.0,48,home,750.0,2,34442,337042.0,269372.0,48106.0,RURAL,Approved,,5660,check
3482,62.0,M,married,Post Graduate,Yes,1,6.0,126601.0,109959.0,120,Home,343.0,1,533683,470992.0,19519.0,31197.0,urban,Approved,,3481,N/A
2112,35.0,F,Divorced,graduate,NO,2,20.0,136116.0,376666.0,60,Home,659.0,2,587715,199012.0,282850.0,23658.0,RURAL,Approved,,2111,check
4097,36.0,MALE,Divorced,Grad,yes,4,15.0,101371.0,471779.0,60,home,539.0,0,838698,391596.0,23980.0,44738.0,urban,Approved,,4096,none
1910,34.0,,SINGLE,Not Graduate,YES,4,19.0,135158.0,20330.0,36,home,477.0,4,792251,239576.0,276671.0,34404.0,Urban,Approved,,1909,none
3228,46.0,female,divorced,graduate,yes,4,1.0,90199.0,418146.0,24,Personal,391.0,3,269355,152484.0,33385.0,,RURAL,Rejected,,3227,check
5713,59.0,female,divorced,Graduate,N,5,,120804.0,455659.0,36,Business,,3,841153,437402.0,206386.0,32650.0,Rural,Rejected,,5712,none
4059,34.0,M,divorced,NOT GRADUATE,YES,3,24.0,164980.0,114062.0,60,Medical,604.0,4,651391,366189.0,244597.0,39514.0,Urban,Approved,,4058,check
4104,31.0,MALE,Divorced,Post Graduate,,4,24.0,29834.0,450345.0,120,Medical,543.0,2,357199,198604.0,247811.0,45504.0,Rural,Rejected,,4103,
4317,21.0,male,Divorced,NOT GRADUATE,Yes,0,20.0,122572.0,191894.0,36,home,528.0,2,964031,157778.0,146751.0,45726.0,Semiurban,Approved,,4316,check
4232,47.0,Female,Single,graduate,No,1,14.0,124733.0,219072.0,12,home,661.0,2,863749,191696.0,287538.0,10778.0,urban,Approved,,4231,N/A
999,60.0,Male,Married,Post Graduate,Y,1,,161900.0,76942.0,48,home,,2,64698,294624.0,198749.0,10572.0,RURAL,Rejected,,998,N/A
5656,64.0,male,SINGLE,NOT GRADUATE,Yes,3,19.0,186433.0,420596.0,120,Medical,361.0,3,221865,353448.0,241331.0,20388.0,Rural,Approved,,5655,
1785,38.0,female,Married,Not Graduate,Y,2,22.0,132255.0,82123.0,24,EDUCATION,628.0,3,719040,81931.0,260098.0,48388.0,Rural,Approved,,1784,
1238,37.0,male,Single,Post Graduate,Y,5,29.0,164454.0,260931.0,36,Personal,748.0,0,488395,290103.0,36646.0,11076.0,Semiurban,Approved,,1237,
5863,,M,SINGLE,NOT GRADUATE,Yes,0,12.0,195363.0,203107.0,12,Home,533.0,2,187239,298038.0,137666.0,45262.0,semi-urban,Approved,,5862,N/A
5281,62.0,M,Married,Post Graduate,N,2,14.0,98343.0,183996.0,60,EDUCATION,625.0,0,988321,343329.0,65370.0,17835.0,Semiurban,Approved,,5280,check
4023,44.0,,married,Post Graduate,no,5,16.0,47610.0,401523.0,48,Personal,722.0,2,164834,,193491.0,40259.0,Semiurban,Rejected,,4022,
4961,39.0,FEMALE,Single,Post Graduate,No,1,,,,48,home,760.0,4,565624,236479.0,38003.0,8762.0,semi-urban,Approved,,4960,check
1133,48.0,MALE,divorced,NOT GRADUATE,No,2,4.0,143777.0,235487.0,24,Business,,2,625329,318435.0,90581.0,38084.0,RURAL,Approved,,6040,check
2187,22.0,FEMALE,Married,Not Graduate,Y,0,5.0,23543.0,200630.0,60,Home,467.0,2,69650,443633.0,278205.0,26526.0,semi-urban,Rejected,,2186,check
3586,63.0,M,Single,Not Graduate,Yes,2,23.0,54416.0,409364.0,120,home,813.0,4,509430,82983.0,195979.0,20908.0,Urban,Approved,,3585,N/A
909,25.0,male,Married,Graduate,No,3,27.0,,8420.0,120,Business,736.0,2,82663,323219.0,295979.0,47900.0,Rural,Approved,,908,none
3850,42.0,MALE,Single,graduate,NO,5,20.0,102806.0,335243.0,12,Business,329.0,1,828398,486407.0,239352.0,13151.0,Semiurban,Approved,,3849,
1304,56.0,female,Single,graduate,yes,3,10.0,,272223.0,120,Education,738.0,0,237967,199084.0,85364.0,32887.0,Urban,Approved,,1303,N/A
5710,29.0,,SINGLE,Graduate,Y,2,22.0,,158812.0,36,Personal,371.0,4,590594,204841.0,74585.0,26993.0,Rural,Rejected,,5709,
1628,54.0,Male,Divorced,NOT GRADUATE,NO,5,17.0,132036.0,425134.0,12,Education,641.0,4,866434,389748.0,227134.0,24001.0,urban,Approved,,1627,N/A
1523,48.0,,SINGLE,NOT GRADUATE,N,3,15.0,143711.0,49420.0,60,Personal,757.0,4,862388,368978.0,266401.0,,Rural,Approved,,1522,
836,58.0,FEMALE,Divorced,Graduate,yes,0,,159810.0,445661.0,48,Business,690.0,1,842939,184265.0,192831.0,40783.0,urban,Approved,,835,
359,49.0,,Married,Grad,no,1,1.0,126337.0,45308.0,84,Business,308.0,0,220317,329730.0,183966.0,,Rural,Approved,,358,none
139,52.0,Female,Divorced,NOT GRADUATE,Y,5,19.0,85756.0,29578.0,60,Education,744.0,1,711172,98897.0,28563.0,31728.0,urban,Approved,,138,none
300,32.0,Male,Married,Post Graduate,NO,5,1.0,155994.0,194060.0,24,Education,582.0,1,22681,,31912.0,38309.0,RURAL,Approved,,299,
1557,62.0,MALE,divorced,graduate,,1,11.0,75182.0,43575.0,120,EDUCATION,506.0,0,991179,241372.0,105548.0,13221.0,Urban,Approved,,1556,
1004,23.0,,Single,Post Graduate,NO,4,3.0,57860.0,394326.0,60,Medical,329.0,0,714527,281732.0,98621.0,17333.0,semi-urban,Approved,,1003,none
383,42.0,Male,SINGLE,graduate,yes,2,21.0,73639.0,392057.0,12,Personal,447.0,0,667824,55574.0,63875.0,30470.0,Semiurban,Approved,,382,
2906,54.0,M,married,graduate,Y,4,27.0,178635.0,,24,EDUCATION,596.0,0,725000,402788.0,263408.0,30624.0,Rural,Approved,,2905,
762,,FEMALE,divorced,graduate,No,2,28.0,196326.0,381823.0,24,home,412.0,0,802514,383577.0,66307.0,31489.0,RURAL,Approved,,761,
3753,30.0,Male,SINGLE,Post Graduate,N,2,22.0,190821.0,310525.0,48,Personal,358.0,0,900125,463450.0,57347.0,11907.0,urban,Approved,,3752,none
4656,24.0,MALE,Divorced,Post Graduate,N,0,7.0,68068.0,98566.0,24,Education,380.0,0,78192,228655.0,295678.0,26134.0,semi-urban,Approved,,4655,none
3247,52.0,Female,Single,NOT GRADUATE,,5,27.0,148027.0,157635.0,12,EDUCATION,352.0,0,553146,47632.0,6751.0,14628.0,urban,Approved,,3246,N/A
4943,36.0,F,Divorced,Post Graduate,NO,0,,131769.0,6320.0,12,EDUCATION,848.0,4,263993,94729.0,,,Rural,Approved,,4942,check
4197,56.0,male,Married,Not Graduate,No,4,0.0,155222.0,136458.0,12,Medical,564.0,0,426038,127375.0,2291.0,42458.0,urban,Approved,,4196,N/A
1403,49.0,male,SINGLE,NOT GRADUATE,Y,3,19.0,27857.0,53582.0,24,Medical,737.0,3,553888,85292.0,62823.0,13945.0,RURAL,Approved,,1402,N/A
3018,42.0,Male,divorced,Graduate,NO,2,,30794.0,89335.0,12,home,623.0,4,575116,277292.0,14601.0,30424.0,Urban,Approved,,3017,check
5245,51.0,female,Divorced,Graduate,No,5,10.0,69272.0,323521.0,84,home,445.0,1,976626,45027.0,236060.0,45394.0,RURAL,Approved,,5244,none
1933,51.0,female,Married,NOT GRADUATE,Yes,3,15.0,119189.0,133771.0,120,EDUCATION,826.0,0,339197,221334.0,150501.0,12615.0,semi-urban,Approved,,1932,none
3337,59.0,F,SINGLE,graduate,yes,0,24.0,107948.0,190715.0,60,Home,397.0,2,393986,54018.0,187465.0,48144.0,Rural,Approved,,3336,
3012,60.0,M,,Not Graduate,NO,1,4.0,188138.0,294647.0,120,Education,563.0,1,217433,353954.0,133931.0,15236.0,semi-urban,Approved,,3011,
4868,59.0,F,Divorced,NOT GRADUATE,NO,2,4.0,24761.0,,36,Medical,704.0,0,497733,472464.0,15930.0,35231.0,semi-urban,Approved,,4867,check
5220,64.0,MALE,SINGLE,Graduate,,5,1.0,179359.0,394297.0,60,Personal,746.0,3,978464,18870.0,271990.0,,Semiurban,Approved,,5219,check
3670,23.0,Female,Single,NOT GRADUATE,,2,15.0,83190.0,136994.0,60,Home,765.0,0,51186,132228.0,122613.0,43427.0,RURAL,Approved,,3669,none
4025,60.0,,Married,Not Graduate,YES,1,24.0,65167.0,175505.0,36,Personal,,2,358685,218321.0,128535.0,32390.0,RURAL,Approved,,4024,N/A
